LRU序号,最后修改时间_AsiaShanghai,距审计日天数,类别,路径,大小_字节,治理状态,治理优先级,静态引用文件数,引用样例_最多3个,Last_materially_modified,建议治理动作,误删风险,说明
105,2026-07-23T08:09:43+08:00,11.96,文档,research/families/f08_side_taker_lifecycle/docs/event_identity_and_riskset_v1_20260723.md,3411,受保护：历史/冻结证据,P3,3,docs/research/README.md | research/families/f08_side_taker_lifecycle/docs/side_taker_hazard_m0_v1_20260723.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
106,2026-07-23T08:10:24+08:00,11.96,文档,research/families/f08_side_taker_lifecycle/docs/live_taker_flow_parity_v1_20260723.md,3144,受保护：历史/冻结证据,P3,2,docs/research/README.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
107,2026-07-23T08:12:36+08:00,11.96,代码,research/families/f08_side_taker_lifecycle/audit/side_taker_flow_panel.py,45570,被引用内容同步审计,P2,2,research/governance/migrations/layout_v2.json | tests/test_side_taker_flow_panel.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
108,2026-07-23T08:14:46+08:00,11.96,代码,research/families/f08_side_taker_lifecycle/audit/binance_trade_mapping.py,18147,被引用内容同步审计,P2,3,research/families/f08_side_taker_lifecycle/audit/historical_live_aggtrade_parity.py | research/governance/migrations/layout_v2.json | tests/test_binance_trade_mapping.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
109,2026-07-23T09:49:52+08:00,11.89,文档,research/families/f08_side_taker_lifecycle/docs/binance_trade_lifecycle_contract_v2_20260723.md,7756,受保护：历史/冻结证据,P3,7,docs/research/README.md | project.md | research/families/f08_side_taker_lifecycle/docs/event_identity_and_riskset_v1_20260723.md,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
110,2026-07-23T09:52:06+08:00,11.89,文档,research/families/f08_side_taker_lifecycle/docs/side_taker_hazard_m0_v1_20260723.md,6095,受保护：历史/冻结证据,P3,4,docs/research/README.md | project.md | research/families/f08_side_taker_lifecycle/docs/side_specific_taker_flow_research_20260723.md,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
111,2026-07-23T09:52:06+08:00,11.89,文档,research/families/f08_side_taker_lifecycle/docs/side_specific_taker_flow_research_20260723.md,7347,受保护：历史/冻结证据,P3,3,docs/research/README.md | project.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
112,2026-07-23T22:17:57+08:00,11.37,代码,research/families/f08_side_taker_lifecycle/audit/event_identity_and_riskset_v2.py,12953,被引用内容同步审计,P2,3,research/families/f07_active_order_continuation/audit/local_order_value_replay.py | research/governance/migrations/layout_v2.json | tests/test_event_identity_and_riskset_v2.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
113,2026-07-23T22:21:49+08:00,11.37,文档,research/families/f07_active_order_continuation/docs/dynamic_fill_hazard_m0_v2_20260723.md,5354,受保护：历史/冻结证据,P3,3,docs/research/README.md | project.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
114,2026-07-24T00:48:04+08:00,11.27,工程配置,scripts/run_bounded_receive_time_capture.sh,1896,被引用内容同步审计,P2,1,scripts/bounded_receive_time_capture.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
115,2026-07-24T00:53:40+08:00,11.27,测试,tests/test_bounded_receive_time_capture.py,8047,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
116,2026-07-24T03:10:07+08:00,11.17,代码,models/audit/native_exchange_book_universe_v2.py,9300,被引用内容同步审计,P2,2,research/shared/data_identity/README.md | tests/test_native_exchange_book_universe_v2.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
117,2026-07-24T03:12:10+08:00,11.17,测试,tests/test_native_exchange_book_universe_v2.py,2439,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
118,2026-07-24T05:24:43+08:00,11.08,代码,models/audit/native_exchange_book_sequence_audit_v2.py,14067,被引用内容同步审计,P2,1,tests/test_native_exchange_book_sequence_audit_v2.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
119,2026-07-24T05:25:02+08:00,11.08,测试,tests/test_native_exchange_book_sequence_audit_v2.py,1728,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
120,2026-07-24T06:39:06+08:00,11.03,测试,tests/test_native_normalized_book_manifest.py,3469,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
121,2026-07-24T06:45:40+08:00,11.02,代码,models/audit/native_lifecycle_universe_v1.py,9375,被引用内容同步审计,P2,4,models/audit/freeze_lifecycle_panel_subset.py | research/families/f03_causal_13_head/docs/causal_v5_revalidation_registry_20260725.md | tests/test_freeze_lifecycle_panel_subset.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
122,2026-07-24T06:45:58+08:00,11.02,测试,tests/test_native_lifecycle_universe_v1.py,2780,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
123,2026-07-24T06:53:14+08:00,11.02,代码,models/audit/native_normalized_book_manifest.py,21259,被引用内容同步审计,P2,2,data/normalized_l2_registry.py | tests/test_native_normalized_book_manifest.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
124,2026-07-24T07:16:56+08:00,11.0,代码,models/audit/strict_universe_split.py,8790,被引用内容同步审计,P2,1,tests/test_strict_universe_split.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
125,2026-07-24T07:16:56+08:00,11.0,测试,tests/test_strict_universe_split.py,2288,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
126,2026-07-24T09:20:17+08:00,10.91,代码,models/audit/freeze_lifecycle_panel_subset.py,9058,被引用内容同步审计,P2,1,tests/test_freeze_lifecycle_panel_subset.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
127,2026-07-24T09:20:46+08:00,10.91,测试,tests/test_freeze_lifecycle_panel_subset.py,2876,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
128,2026-07-24T17:45:15+08:00,10.56,代码,models/audit/evidence_split.py,27963,被引用内容同步审计,P2,14,.github/skills/mm-as-glft-ml-spread/SKILL.md | project.md | research/families/f07_active_order_continuation/audit/dynamic_fill_hazard.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
129,2026-07-24T17:50:20+08:00,10.56,测试,tests/test_evidence_split.py,9848,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
130,2026-07-25T04:27:56+08:00,10.12,文档,docs/native_strict_universe_20260724.md,12093,被引用内容同步审计,P2,3,docs/marketdata_good_day_alignment_20260720.md | docs/research/README.md | research/families/f03_causal_13_head/docs/causal_v5_revalidation_registry_20260725.md,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
131,2026-07-25T06:23:05+08:00,10.04,代码,strategy/policy_guards.py,19781,被引用内容同步审计,P2,19,models/backtest_tick.py | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_spec_20260801.json,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
132,2026-07-25T06:42:00+08:00,10.02,文档,research/families/f07_active_order_continuation/docs/buy_exposure_adverse_q90_live_policy_20260725.md,2116,受保护：历史/冻结证据,P3,2,project.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
133,2026-07-25T10:33:19+08:00,9.86,代码,data/normalized_l2_registry.py,29947,被引用内容同步审计,P2,9,research/families/f06_placement_fill_cif/audit/fixed_spread_support.py | research/families/f06_placement_fill_cif/audit/paired_fixed_spread_monotonic.py | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_1_spec_20260801.json,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
134,2026-07-25T10:33:19+08:00,9.86,测试,tests/test_normalized_l2_registry.py,10505,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
135,2026-07-25T10:37:37+08:00,9.86,代码,models/symbol_paths.py,2771,被引用内容同步审计,P2,18,Makefile | models/alpha_evidence_ledger.py | models/alpha_hypothesis_registry.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
136,2026-07-25T12:04:15+08:00,9.8,文档,research/families/f02_empirical_p3_touch/docs/p3_touch_recalibration_normalized100ms_v2_20260725.md,2641,受保护：历史/冻结证据,P3,3,docs/legacy_l2_evidence_revalidation_20260725.md | research/governance/migrations/layout_v2.json | research/research_family_foundation_and_blockers_20260729.md,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
137,2026-07-25T12:32:43+08:00,9.78,代码,data/audit_raw_trades.py,13634,被引用内容同步审计,P2,4,README.md | README.zh-CN.md | pipeline.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
138,2026-07-25T12:33:50+08:00,9.78,测试,tests/test_raw_trade_integrity.py,884,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
139,2026-07-25T12:48:50+08:00,9.77,文档,docs/normalized_l2_100ms_v2_20260725.md,8141,被引用内容同步审计,P2,2,docs/audit_entrypoints_20260630.md | docs/marketdata_good_day_alignment_20260720.md,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
140,2026-07-25T13:20:00+08:00,9.75,测试,tests/test_l2_path_selection.py,4288,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
141,2026-07-25T15:22:24+08:00,9.66,代码,models/quote_decomposition_tick.py,35827,被引用内容同步审计,P2,6,.github/skills/mm-as-glft-ml-spread/SKILL.md | models/alpha_evidence_ledger.py | models/experiment_runner.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
142,2026-07-25T15:39:23+08:00,9.65,代码,research/families/f05_fill_quality_quote_ev/audit/fill_selection_score.py,58922,被引用内容同步审计,P2,3,docs/audit_entrypoints_20260630.md | docs/codebase_architecture_20260705.md | research/governance/migrations/layout_v2.json,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
143,2026-07-25T15:53:46+08:00,9.64,代码,research/families/f10_live_replay_attribution/audit/fill_inventory_lifecycle.py,14079,被引用内容同步审计,P2,2,research/governance/migrations/layout_v2.json | tests/test_fill_inventory_lifecycle.py,,沿引用样例核对接口、结论和命令；修正文档或迁移调用方,高,有消费者，治理前必须处理依赖
144,2026-07-25T22:48:11+08:00,9.35,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/operational_baseline_identity_20260725.json,5137,受保护：历史/冻结证据,P3,3,.github/skills/mm-as-glft-ml-spread/SKILL.md | project.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
145,2026-07-26T11:10:21+08:00,8.84,文档,research/families/f06_placement_fill_cif/docs/paired_fixed_spread_monotonic_v2_20260726.md,8057,受保护：历史/冻结证据,P3,2,project.md | research/governance/migrations/layout_v2.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
